timeSpread,TOF,spatialSpread,E1,E2
5024.20000001,198.933,23.5,0.58,1.7
5024.20000001,134.335,36.4,1.17,3.92
5024.59999998,152.811,28.5,1.37,2.29
5024.8,224.979,20.5,0.6,1.1
5025.00000002,150.761,28.8,1.41,2.35
5025.49999999,143.383,30.9,1.58,2.57
5025.50000002,132.711,32.2,1.86,2.98
5025.69999998,145.372,30.1,1.53,2.51
5025.8,141.879,30.5,1.61,2.63
5026.39999999,153.189,29.3,1.37,2.27
5027.10000001,138.495,35.2,1.11,3.67
5027.2,163.662,30.2,0.82,2.58
5027.39999999,202.49,23.4,0.56,1.64
5027.70000003,264.504,17.7,0.34,0.94
5028.1,232.799,21,0.43,1.23
5028.1,169.835,28.5,0.77,2.38
5029.2,139.704,31.4,1.67,2.7
5029.6,178.519,25.6,0.71,2.13
5029.79999999,151.775,28.6,1.39,2.32
5030.1,170.699,26,1.08,1.86
5030.19999999,138.909,31.5,1.69,2.73
5031.30000001,198.134,21.9,0.78,1.41
5031.5,135.556,32,1.78,2.86
5031.60000002,167.822,26.3,1.12,1.92
5033.10000002,136.311,35.9,1.14,3.8
5033.4,142.725,30.4,1.59,2.6
5033.9,179.823,25.5,0.97,1.68
5033.99999999,171.193,26.9,1.08,1.84
5034.30000001,187.169,24.7,0.65,1.93
5034.30000001,149.886,33.1,0.96,3.11
5034.49999999,157.428,31.4,0.88,2.8
5034.70000001,143.586,30.3,1.57,2.57
5034.9,147.771,30,1.48,2.43
5036.20000001,132.236,33.5,1.89,2.98
5036.89999999,150.781,32.9,0.95,3.07
5037.00000002,140.51,31.3,1.65,2.67
5037.10000001,213.718,21.1,0.51,1.46
5037.3,155.395,31.9,0.9,2.88
5037.39999999,149.701,29.8,1.44,2.37
5038.00000001,151.971,29,1.39,2.31
5038.7,169.739,27.1,1.1,1.87
5038.7,175.559,26.4,0.73,2.21
5038.89999999,182.689,25.2,0.68,2.03
5039.2,135.638,36.1,1.15,3.84
5039.30000002,138.577,31.6,1.7,2.74
5039.90000001,152.566,29.1,1.38,2.29
5039.90000001,132.42,32.3,1.87,2.99
5040.2,195.196,24.2,0.6,1.77
5040.29999999,156.39,31.6,0.89,2.84
5040.6,140.546,34.8,1.08,3.56
5041.1,185.747,24.7,0.66,1.96
5041.19999999,142.381,30.6,1.6,2.61
5041.40000001,160.445,30.9,0.85,2.69
5041.90000001,168.326,29.3,0.78,2.43
5041.90000001,136.995,35.7,1.13,3.76
5042.29999999,206.684,22.7,0.54,1.57
5042.5,215.898,21,0.5,1.43
5042.79999998,139.809,35,1.09,3.6
5043.09999999,133.776,33,1.84,2.92
5043.19999999,142.183,31.2,1.61,2.61
5043.5,177.005,26.1,0.72,2.17
5043.79999998,194.071,23.2,0.82,1.46
5044.19999999,172.277,28.2,0.75,2.31
5044.70000001,133.358,32.8,1.85,2.94
5045,173.893,27.3,0.74,2.26
5045,134.232,36.7,1.17,3.93
5045.19999998,134.197,33.1,1.83,2.9
5045.20000001,132.146,32.5,1.88,3
5045.4,146.567,33.7,1,3.26
5045.59999999,150.696,29.7,1.42,2.34
5045.70000001,218.146,20.9,0.49,1.4
5045.8,143.035,31,1.59,2.58
5045.99999999,168.321,27.3,1.12,1.9
5046.09999999,159.055,28,1.26,2.12
5046.10000002,148.99,33.3,0.97,3.15
5046.20000001,133.702,36.6,1.18,3.96
5046.59999999,142.871,30.7,1.59,2.59
5047.4,141.28,34.6,1.07,3.52
5048.3,185.176,24.7,0.91,1.59
5048.40000002,151.361,28.9,1.4,2.33
5048.49999999,132.96,32.8,1.86,2.96
5048.89999999,153.443,32.4,0.92,2.96
5049.50000001,138.262,31.8,1.71,2.75
5049.60000001,183.342,25,0.93,1.62
5049.79999999,135.532,36.3,1.15,3.85
5050.10000001,154.398,32.2,0.91,2.92
5050.2,139.044,31.8,1.69,2.72
5050.7,137.676,35.6,1.12,3.72
5051.1,159.368,31.1,0.86,2.73
5051.29999999,133.911,33.3,1.84,2.91
5051.6,132.918,33.5,1.87,2.95
5051.6,152.482,32.7,0.93,3
5051.70000002,159.763,28.1,1.25,2.1
5053.5,167.063,29.7,0.79,2.47
5053.90000001,182.612,25.4,0.94,1.63
5054.19999999,142.042,34.5,1.06,3.48
5054.59999999,152.765,29.5,1.38,2.28
5054.70000002,147.402,33.5,0.99,3.22
5054.9,154.257,29.1,1.35,2.24
5054.9,170.704,29,0.76,2.36
5055.4,195.841,22.2,0.8,1.44
5055.70000001,184.12,24.6,0.92,1.61
5056.10000002,173.642,27.8,0.74,2.27
5056.49999999,132.551,32.6,1.87,2.98
5056.80000001,250.283,17.6,0.38,1.05
5056.9,249.928,18.5,0.48,0.9
5056.99999999,151.729,29.6,1.4,2.31
5057.3,179.778,25.6,0.7,2.1
5058.20000001,136.872,36,1.13,3.77
5058.20000001,134.118,36.9,1.17,3.94
5058.8,138.382,35.4,1.11,3.68
5058.89999999,169.597,29,0.77,2.39
5059.50000002,144.246,34.1,1.03,3.37
5059.59999998,143.462,34.3,1.04,3.41
5060.2,165.848,30,0.8,2.51
5060.3,143.237,30.5,1.58,2.58
5060.40000002,148.112,33.6,0.98,3.19
5060.8,139.381,31.6,1.68,2.71
5061.2,153.641,29.1,1.36,2.26
5061.29999999,143.901,31,1.57,2.55
5062.00000001,184.864,24.2,0.91,1.6
5062.80000002,145.733,34,1.01,3.3
5063.1,133.612,33.4,1.85,2.92
5063.90000001,134.87,36.5,1.16,3.89
5064.19999999,144.256,30.7,1.56,2.54
5064.90000001,172.715,26.7,1.06,1.81
5064.99999997,161.495,27.7,1.22,2.06
5065.39999998,142.676,34.5,1.05,3.45
5065.59999999,153.822,29.4,1.36,2.25
5065.69999999,139.083,35.3,1.1,3.64
5067.70000001,223.026,20.3,0.61,1.12
5067.80000001,150.291,29.9,1.43,2.35
5067.99999999,193.162,23.6,0.83,1.47
5068.20000001,143.752,30.7,1.57,2.56
5069.09999999,129.333,33.9,1.98,3.11
5069.49999999,146.834,30.1,1.5,2.46
5069.59999998,129.405,34.8,1.99,3.09
5069.70000001,133.375,37.3,1.18,3.99
5070.8,134.911,33,1.81,2.87
5071.09999998,164.804,27.5,1.17,1.98
5071.10000001,262.753,17.1,0.43,0.82
5071.3,160.25,27.8,1.24,2.09
5071.49999999,162.499,30.6,0.83,2.62
5071.50000001,139.841,31.7,1.67,2.69
5071.8,152.388,28.8,1.38,2.3
5072.7,204.391,23.3,0.55,1.61
5073.2,186.295,24.8,0.9,1.57
5073.2,145.894,30.2,1.52,2.49
5073.6,144.106,30.4,1.56,2.55
5073.7,133.121,32.3,1.85,2.96
5074.00000001,171.822,26.6,1.07,1.83
5074.00000001,129.972,33.8,1.96,3.08
5074.90000001,144.782,30.9,1.55,2.52
5075.00000001,172.029,28.6,0.75,2.32
5075.1,154.901,29.3,1.34,2.22
5075.19999999,129.675,34.7,1.98,3.08
5075.29999999,132.829,32.4,1.86,2.97
5075.6,176.764,26.5,0.72,2.18
5075.79999999,175.295,26.9,0.73,2.22
5075.90000001,153.011,28.9,1.37,2.28
5075.90000001,151.542,33,0.94,3.04
5076,164.635,30.3,0.81,2.55
5076.6,191.655,24.7,0.62,1.84
5076.69999999,188.631,24.7,0.64,1.9
5077.29999998,169.227,26.2,1.1,1.89
5077.30000001,134.621,33.2,1.82,2.88
5077.4,133.591,36.9,1.18,3.97
5077.5,153.439,28.7,1.36,2.27
5077.50000003,141.903,34.7,1.06,3.49
5077.69999999,170.923,28.6,0.76,2.35
5078.09999999,134.484,32.9,1.82,2.89
5078.09999999,129.296,34.5,1.99,3.1
5078.30000001,136.084,36.4,1.14,3.82
5078.59999999,134.076,32.8,1.83,2.91
5078.79999998,190.358,22.7,0.85,1.52
5078.9,173.415,28.2,0.74,2.28
5079.4,172.074,27,1.07,1.82
5079.9,154.51,28.5,1.34,2.24
5079.99999999,133.489,37.1,1.18,3.98
5080.20000001,178.241,26.1,0.71,2.14
5080.59999999,157.261,31.7,0.88,2.81
5080.69999998,140.183,31.5,1.66,2.68
5081.20000001,137.565,35.9,1.12,3.73
5081.60000001,150.635,33.2,0.95,3.08
5081.69999998,133.819,32.2,1.83,2.93
5081.70000001,198.585,24,0.58,1.71
5081.8,173.588,26.8,1.05,1.79
5082.09999998,134.319,33.3,1.83,2.89
5082.40000002,158.296,31.5,0.87,2.77
5082.49999999,160.48,28.2,1.24,2.08
5083.2,254.648,17.8,0.46,0.87
5083.3,155.368,29.1,1.33,2.21
5083.30000002,275.265,16.3,0.39,0.75
5084.29999999,239.839,19.1,0.41,1.15
5084.39999999,139.693,35.3,1.09,3.61
5084.50000001,129.065,34,1.99,3.12
5084.79999999,157.421,28.4,1.29,2.16
5085.00000001,133.655,32.7,1.84,2.93
5085.1,171.54,26.1,1.07,1.84
5085.39999998,155.213,32.3,0.9,2.89
5085.6,211.141,21.9,0.52,1.5
5085.99999998,169.387,29.4,0.77,2.4
5086.00000001,156.226,32,0.89,2.85
5086.00000001,130.621,33.8,1.94,3.05
5086.19999999,243.66,18,0.4,1.11
5086.19999999,131.28,33.7,1.92,3.02
5087.1,144.991,30.3,1.54,2.52
5087.19999999,170.943,26.4,1.08,1.85
5087.29999999,135.246,32.1,1.79,2.87
5087.39999998,151.297,29.8,1.41,2.32
5087.90000001,214.535,20.6,0.66,1.21
5088.69999999,241.234,19.8,0.52,0.96
5088.79999998,173.073,25.9,1.05,1.81
5089.80000001,161.385,30.9,0.84,2.66
5089.80000001,133.239,32.6,1.85,2.95
5090,175.062,27.3,0.73,2.23
5090,140.416,35.1,1.08,3.57
5090.4,200.331,24,0.57,1.68
5090.89999997,306.782,14.4,0.31,0.61
5092.40000002,156.265,28.5,1.31,2.19
5092.60000001,154.24,32.5,0.91,2.93
5093.50000002,166.939,27.4,1.14,1.93
5093.60000001,184.044,25.2,0.67,2
5093.7,138.256,35.7,1.11,3.69
5094.3,136.764,36.2,1.13,3.78
5094.90000002,201.427,20.9,0.75,1.37
5094.90000002,140.667,31.6,1.65,2.66
5095.00000001,178.141,25.7,0.99,1.71
5095.09999998,141.16,34.9,1.07,3.53
5095.39999999,137.441,36.1,1.12,3.74
5095.50000001,142.671,31.2,1.6,2.59
5095.7,144.425,31.1,1.56,2.53
5096.7,152.33,33,0.93,3.01
5096.99999998,168.099,29.7,0.78,2.44
5097.19999999,140.998,31.4,1.64,2.65
5097.29999999,149.725,33.5,0.96,3.12
5097.30000002,170.08,26.3,1.09,1.87
5098.1,163.45,30.6,0.82,2.59
5098.6,138.968,35.5,1.1,3.65
5098.70000002,151.391,33.3,0.94,3.05
5098.79999998,135.978,32,1.77,2.84
5099,136.205,36.2,1.14,3.81
5099.19999999,224.843,21.4,0.46,1.32
5099.20000002,136.739,32,1.75,2.81
5099.40000001,171.809,29,0.75,2.33
5099.40000001,135.977,36.7,1.14,3.83
5100.5,135.341,33.2,1.8,2.85
5100.59999999,195.313,23.3,0.81,1.44
5100.60000002,160.267,31.2,0.85,2.7
5101.30000001,148.849,33.6,0.97,3.16
5101.4,170.6,27.2,1.09,1.85
5101.70000001,181.074,25.7,0.69,2.07
5101.80000001,134.528,32.2,1.81,2.9
5102.3,208.649,22.6,0.53,1.54
5102.3,152.322,29.7,1.39,2.29
5102.3,133.521,32.4,1.84,2.94
5102.4,163.506,27.6,1.19,2.01
5102.49999999,232.68,20.2,0.56,1.03
5102.60000001,130.058,34.8,1.97,3.06
5103.20000001,153.269,32.8,0.92,2.97
5103.8,149.303,30.1,1.45,2.38
5104.49999999,141.826,31.3,1.62,2.62
5104.7,145.68,30.8,1.53,2.49
5104.99999999,137.494,31.9,1.73,2.78
5105.99999998,154.463,29.5,1.35,2.23
5106.10000001,166.862,30,0.79,2.48
5106.39999999,144.118,34.4,1.03,3.38
5106.79999999,147.265,33.8,0.99,3.23
5106.89999999,131.948,33.7,1.9,2.99
5107.30000002,145.315,31,1.54,2.5
5107.39999999,154.075,28.8,1.35,2.25
5107.50000001,144.911,34.2,1.02,3.34
5107.79999999,129.934,34.5,1.97,3.07
5107.79999999,135.427,36.6,1.15,3.86
5108.30000002,196.845,24.1,0.59,1.74
5108.40000001,145.162,30.7,1.54,2.51
5108.6,144.63,30.5,1.55,2.53
5109.30000002,156.002,29.2,1.32,2.19
5109.40000001,134.788,32.8,1.81,2.88
5109.5,133.801,37.7,1.17,3.97
5109.70000002,145.601,34.2,1.01,3.31
5109.89999998,129.7,33.9,1.97,3.09
5110,170.463,29.4,0.76,2.37
5110.30000001,141.783,35,1.06,3.5
5110.60000002,129.551,34.4,1.98,3.09
5110.79999998,129.785,34.9,1.98,3.07
5110.90000001,142.553,34.8,1.05,3.46
5111,154.718,28.9,1.34,2.23
5111.30000001,138.854,35.7,1.1,3.66
5111.39999998,130.319,34.6,1.96,3.05
5112,176.495,27,0.72,2.19
5112.80000001,243.621,19.9,0.51,0.94
5112.9,134.767,36.8,1.16,3.9
5112.99999999,143.321,34.6,1.04,3.42
5113.8,135.05,33.3,1.81,2.86
5113.99999999,133.699,38,1.17,3.98
5114.09999999,129.187,34.3,1.99,3.11
5114.49999999,134.016,37.2,1.17,3.95
5115.09999998,175.18,26.6,1.03,1.76
5116.7,187.896,24.1,0.88,1.55
5116.89999999,206.293,23.2,0.54,1.58
5116.90000002,155.555,29.4,1.33,2.2
5117.2,134.665,37,1.16,3.91
5117.29999999,137.331,36.3,1.12,3.75
5117.40000002,135.218,32.9,1.8,2.86
5117.40000002,132.642,33.7,1.88,2.96
5117.60000001,246.914,17.9,0.39,1.08
5117.60000001,162.449,28.2,1.21,2.03
5118.1,199.458,21.9,0.77,1.39
5118.29999999,222.385,21.5,0.47,1.35
5118.90000001,134.361,32.6,1.82,2.9
5119.1,141.136,31.7,1.64,2.64
5119.2,143.549,31.2,1.58,2.56
5120.1,138.144,36,1.11,3.7
5120.19999999,144.78,34.5,1.02,3.35
5120.19999999,135.087,37.4,1.15,3.89
5121.1,155.159,28.7,1.33,2.22
5121.20000002,151.904,30,1.4,2.3
5121.40000001,174.801,27.8,0.73,2.24
5121.69999999,146.224,30.9,1.52,2.47
5122,177.994,26.5,0.71,2.15
5122.5,216.215,20.6,0.65,1.19
5122.60000002,145.526,30.5,1.53,2.5
5122.70000002,156.063,32.3,0.89,2.86
5122.80000001,135.858,37,1.14,3.84
5123,136.074,33.1,1.78,2.82
5123.4,129.528,35.1,1.99,3.08
5123.5,162.21,27.8,1.21,2.04
5123.80000001,148.337,30.2,1.47,2.41
5123.9,160.972,27.9,1.23,2.07
5124.19999998,133.33,33.6,1.86,2.93
5124.59999999,179.531,26.1,0.7,2.11
5124.70000001,173.158,28.6,0.74,2.29
5124.8,156.67,29.3,1.31,2.17
5124.9,140.296,35.4,1.08,3.58
5124.99999999,169.177,29.7,0.77,2.41
5124.99999999,146.419,34.1,1,3.27
5125.60000001,139.563,35.6,1.09,3.62
5125.70000001,146.44,30.3,1.51,2.47
5125.9,133.94,32.5,1.83,2.92
5125.99999999,129.442,34.1,1.98,3.1
5126.00000002,165.627,30.4,0.8,2.52
5126.49999999,147.37,30.2,1.49,2.44
5126.50000002,135.636,33,1.79,2.84
5126.89999999,153.391,29.7,1.37,2.26
5127.39999999,133.914,37.5,1.17,3.96
5128.89999999,130.708,34.7,1.95,3.03
5128.99999998,134.032,33.5,1.84,2.9
5129.1,158.125,31.8,0.87,2.78
5129.29999999,172.971,27.1,1.06,1.8
5129.79999999,138.031,36.2,1.11,3.71
5130.89999998,184.422,25.2,0.92,1.6
5130.90000001,193.262,24.7,0.61,1.81
5130.90000001,190.128,24.8,0.63,1.87
5131.1,174.51,27,1.04,1.77
5131.39999998,239.231,19.9,0.41,1.16
5132.1,161.704,28.1,1.22,2.05
5132.40000001,157.074,32.1,0.88,2.82
5133,272.793,17.5,0.4,0.76
5133.09999999,159.175,31.6,0.86,2.74
5133.89999998,130.358,33.9,1.95,3.06
5134.4,176.257,27.4,0.72,2.2
5134.69999999,176.092,26.8,1.02,1.74
5135.49999999,157.81,29.2,1.29,2.14
5135.59999999,162.314,31,0.83,2.63
5135.60000002,130.43,34.9,1.96,3.04
5135.80000001,134.547,37.3,1.16,3.92
5136.10000002,147.15,30.8,1.5,2.44
5136.20000001,152.942,29.9,1.38,2.27
5136.60000001,141.987,31.7,1.62,2.61
5136.9,134.24,32.4,1.82,2.91
5137.3,135.777,33.3,1.79,2.83
5137.4,141.026,35.2,1.07,3.54
5138.7,141.489,31.5,1.63,2.63
5139.2,174.248,26.5,1.04,1.78
5139.99999998,135.309,36.9,1.15,3.87
5140.50000001,146.617,30.7,1.51,2.46
5140.89999999,146.068,30.6,1.52,2.48
5141.00000001,134.743,33.5,1.82,2.87
5141.2,134.445,37.5,1.16,3.93
5141.50000001,186.847,25.2,0.65,1.94
5141.90000001,177.75,27,0.71,2.16
5142.1,265.981,17.2,0.42,0.8
5142.50000001,252.701,18.6,0.47,0.88
5142.50000001,129.824,34.2,1.97,3.08
5142.6,172.938,29.1,0.74,2.3
5142.70000002,153.111,33.1,0.92,2.98
5142.89999998,191.574,22.9,0.84,1.5
5143.20000002,269.315,17.4,0.41,0.78
5143.30000001,164.442,30.7,0.81,2.56
5143.6,276.279,17.4,0.39,0.74
5144,154.065,32.9,0.91,2.94
5144.1,155.055,32.6,0.9,2.9
5144.19999999,157.152,29.1,1.3,2.16
5144.30000001,192.809,23,0.83,1.48
5144.40000001,130.207,34.4,1.96,3.06
5145.10000002,151.243,33.6,0.94,3.06
5145.29999998,185.433,25.3,0.66,1.97
5145.5,161.179,31.3,0.84,2.67
5146.20000001,174.57,28.2,0.73,2.25
5146.4,158.083,28.5,1.28,2.14
5147.50000002,136.642,36.5,1.13,3.79
5147.70000001,130.973,34.6,1.94,3.02
5148.3,138.727,36.1,1.1,3.67
5148.49999999,135.646,37.5,1.14,3.86
5148.8,150.471,33.6,0.95,3.09
5148.99999999,159.28,28.4,1.26,2.11
5149.40000002,134.954,32.3,1.8,2.88
5149.40000002,152.161,33.4,0.93,3.02
5149.59999998,136.389,33,1.77,2.81
5149.89999999,137.907,36.4,1.11,3.72
5150.10000001,182.39,25.7,0.68,2.04
5150.39999999,135.948,32.8,1.78,2.83
5150.40000002,161.206,28.4,1.23,2.06
5150.50000001,169.162,27.4,1.11,1.88
5150.7,173.955,26,1.04,1.79
5150.7,130.17,35,1.97,3.05
5150.8,135.204,37.1,1.15,3.88
5151.2,278.974,16.4,0.38,0.73
5151.40000002,150.888,30.1,1.42,2.33
5151.89999999,135.466,33.4,1.8,2.84
5151.90000002,171.564,29.5,0.75,2.34
5151.90000002,142.414,35.1,1.05,3.47
5152.00000001,130.082,34.1,1.96,3.07
5152.39999999,160.092,31.5,0.85,2.71
5152.79999999,138.727,31.9,1.7,2.73
5153.49999998,136.82,33,1.76,2.79
5153.50000001,142.327,31.5,1.61,2.6
5154.40000001,155.813,28.8,1.32,2.2
5154.40000001,140.32,31.8,1.66,2.67
5154.40000001,143.196,34.9,1.04,3.43
5154.5,131.012,33.9,1.93,3.03
5154.69999999,139.517,31.9,1.68,2.7
5154.79999999,134.65,32.4,1.81,2.89
5156,130.581,34.4,1.95,3.04
5156.4,143.182,31.3,1.59,2.57
5156.5,159.002,31.8,0.86,2.75
5156.5,149.582,33.8,0.96,3.13
5156.70000001,165.592,27.6,1.16,1.96
5156.80000001,131.367,34.7,1.93,3
5157.30000001,202.127,24,0.56,1.65
5157.80000001,311.758,14.2,0.3,0.59
5157.90000003,260.528,18,0.35,0.97
5158.09999999,139.447,35.9,1.09,3.63
5158.30000001,146.774,31,1.51,2.45
5159.49999999,134.126,38.3,1.16,3.96
5159.50000002,176.02,27.8,0.72,2.21
5160.20000001,148.113,30.7,1.48,2.41
5161.60000001,154.004,29.8,1.36,2.24
5161.60000001,146.992,30.4,1.5,2.45
5161.60000001,143.975,34.7,1.03,3.39
5161.7,136.517,33.2,1.77,2.8
5162.30000002,147.112,34.1,0.99,3.24
5162.60000001,167.893,30.1,0.78,2.45
5162.90000002,131.678,33.8,1.91,3
5163.29999999,140.163,35.7,1.08,3.59
5163.7,148.691,34,0.97,3.17
5164.2,144.05,31.3,1.57,2.54
5164.2,137.222,36.7,1.12,3.76
5164.50000001,164.247,27.7,1.18,1.99
5164.50000001,154.895,32.9,0.9,2.91
5164.50000001,134.011,38.6,1.16,3.97
5164.89999998,131.101,34.8,1.94,3.01
5165.00000001,174.341,28.6,0.73,2.26
5165.79999999,144.953,31.2,1.55,2.51
5166,157.347,29.4,1.3,2.15
5166.20000002,183.773,25.7,0.67,2.01
5166.30000001,137.796,36.7,1.11,3.73
5166.79999998,164.495,28.2,1.18,1.98
5167,156.479,28.9,1.31,2.18
5167.09999999,185.979,24.3,0.9,1.58
5167.29999998,180.815,26.1,0.69,2.08
5167.9,147.974,33.9,0.98,3.2
5168.10000002,191.082,23.9,0.85,1.5
5168.4,185.529,25.3,0.91,1.58
5168.5,135.752,37.2,1.14,3.85
5168.50000002,135.511,32.7,1.79,2.85
5168.69999998,189.4,24.7,0.87,1.52
5169,139.319,36.1,1.09,3.64
5169.10000002,177.477,27.5,0.71,2.17
5169.10000002,140.907,35.5,1.07,3.55
5169.19999998,147.836,34.2,0.98,3.21
5169.30000001,147.55,30.6,1.49,2.43
5169.8,156.217,29.6,1.32,2.18
5169.9,148.89,30.2,1.46,2.39
5169.99999999,242.941,19,0.4,1.12
5170.20000001,170.253,29.8,0.76,2.38
5170.3,145.854,31.1,1.53,2.48
5170.60000001,156.936,28.7,1.3,2.17
5170.70000001,147.933,30.4,1.48,2.42
5171.39999999,135.681,32.2,1.78,2.85
5171.39999999,130.734,34,1.94,3.04
5171.39999999,144.65,34.7,1.02,3.36
5171.50000002,145.454,34.6,1.01,3.32
5171.8,197.708,21.2,0.78,1.42
5172.09999998,136.42,32.1,1.76,2.82
5172.2,155.88,32.7,0.89,2.87
5172.99999998,172.428,26.3,1.06,1.82
5173.2,162.961,27.9,1.2,2.02
5173.2,147.71,30.9,1.49,2.42
5173.99999998,155.111,29.7,1.34,2.21
5174.1,194.434,23.7,0.82,1.45
5174.29999999,135.077,32.6,1.8,2.87
5174.6,136.426,37.1,1.13,3.81
5174.79999999,159.003,29.1,1.27,2.11
5175.6,146.286,34.3,1,3.28
5175.7,135.528,37.8,1.14,3.87
5175.79999999,156.908,32.4,0.88,2.83
5176.80000002,136.218,33.4,1.78,2.81
5177,175.554,25.9,1.02,1.76
5177,130.821,35,1.95,3.02
5177.1,142.834,31.6,1.6,2.58
5177.69999999,173.33,26.4,1.05,1.8
5178,158.502,29.3,1.28,2.12
5178.5,166.638,30.5,0.79,2.49
5179,133.586,38.2,1.17,3.99
5179.09999999,141.663,35.3,1.06,3.51
5179.20000001,179.244,26.5,0.7,2.12
5179.30000001,134.983,37.7,1.15,3.9
5179.69999999,137.27,33.1,1.75,2.77
5179.69999999,130.469,34.2,1.95,3.05
5180.09999999,131.253,34.4,1.93,3.01
5180.10000002,286.724,16.6,0.36,0.69
5181.60000001,137.594,33,1.74,2.76
5181.79999997,133.036,33.7,1.87,2.94
5182.3,149.889,30.2,1.44,2.36
5182.4,180.849,25.7,0.96,1.66
5182.4,157.935,32.2,0.87,2.79
5182.99999999,132.352,33.8,1.89,2.97
5183.59999998,148.664,30.8,1.47,2.39
5183.60000001,137.671,37,1.11,3.74
5184.10000001,131.637,34.5,1.92,2.99
5184.3,188.338,25.2,0.64,1.91
5184.3,153.571,30.1,1.37,2.25
5184.79999999,213.236,21.8,0.51,1.47
5185.00000001,137.949,32.1,1.72,2.76
5185.10000001,154.647,29.9,1.35,2.22
5185.2,187.108,24.5,0.89,1.56
5185.2,175.447,27.1,1.03,1.75
5185.50000001,199.07,21.3,0.77,1.4
5185.6,135.386,32.4,1.79,2.86
5185.79999999,168.943,30.2,0.77,2.42
5185.89999999,163.724,28,1.19,2
5185.99999998,175.755,28.3,0.72,2.22
5186.39999999,130.859,34.3,1.94,3.03
5186.40000001,143.347,31.7,1.59,2.56
5187.69999999,137.141,32.9,1.75,2.78
5187.70000002,163.266,31.1,0.82,2.6
5187.99999998,132.038,34.6,1.91,2.97
5188.1,210.727,22.5,0.52,1.51
5188.19999999,136.199,37.5,1.13,3.83
5188.5,137.17,32.1,1.74,2.79
5189.40000001,159.684,29.2,1.26,2.09
5190.9,177.053,26.9,1.01,1.72
5191.00000002,137.099,36.9,1.12,3.77
5191.60000002,136.534,36.8,1.13,3.8
5191.70000001,257.582,17.9,0.45,0.85
5191.70000001,196.629,23.4,0.8,1.42
5191.80000001,153.908,33.2,0.91,2.95
5192.49999999,136.691,32.7,1.76,2.8
5192.60000002,193.668,22.6,0.82,1.47
5193.19999998,135.973,38,1.13,3.85
5193.3,131.766,34.8,1.92,2.98
5194.3,135.423,38,1.14,3.88
5195.2,194.861,24.6,0.6,1.78
5195.40000002,167.687,30.4,0.78,2.46
5195.60000001,182.129,26.2,0.68,2.05
5195.7,158.305,28.9,1.28,2.13
5196.10000001,139.204,36.3,1.09,3.65
5196.50000001,142.471,31.8,1.61,2.59
5196.6,134.879,37.9,1.15,3.91
5196.79999999,157.615,28.8,1.29,2.15
5196.79999999,139.931,36.2,1.08,3.61
5197.00000001,161.003,31.6,0.84,2.68
5198.00000001,172.715,29.5,0.74,2.31
5198.29999999,174.084,29.1,0.73,2.27
5198.30000002,197.167,22.3,0.79,1.42
5198.50000001,152.011,33.7,0.93,3.03
5198.6,165.432,30.8,0.8,2.53
5199.49999997,140.05,36,1.08,3.6
5199.79999999,142.292,35.4,1.05,3.48
5199.80000001,136.965,33.3,1.76,2.78
5199.90000001,152.939,33.4,0.92,2.99
5200,143.056,35.2,1.04,3.44
5200.60000002,143.848,35,1.03,3.4
5200.90000001,141.525,35.6,1.06,3.52
5201.19999999,144.219,31.6,1.57,2.53
5201.20000002,185.151,25.7,0.66,1.98
5201.39999998,162.108,31.4,0.83,2.64
5201.4,141.631,31.8,1.63,2.62
5201.60000002,159.966,28.5,1.25,2.09
5202.30000001,136.246,32.6,1.77,2.82
5202.60000002,143.698,31.5,1.58,2.55
5203.10000002,138.035,33.1,1.73,2.74
5203.4,158.779,28.6,1.27,2.12
5203.4,131.408,34,1.92,3.01
5203.4,134.545,38.6,1.15,3.94
5203.69999998,140.788,35.7,1.07,3.56
5203.70000001,131.482,35,1.93,2.99
5203.9,219.999,21.5,0.48,1.38
5204.20000001,177.234,27.9,0.71,2.18
5204.49999999,208.904,21.5,0.7,1.27
5204.70000001,208.252,23.2,0.53,1.55
5205.20000001,135.807,32.5,1.78,2.84
5205.39999999,134.442,38.9,1.15,3.95
5205.50000002,188.223,24.6,0.88,1.54
5205.7,160.917,29.1,1.24,2.06
5206.3,138.487,36.5,1.1,3.69
5206.60000001,282.597,16.6,0.3,0.82
5207.09999998,235.632,20.9,0.42,1.2
5207.50000001,149.658,30.8,1.45,2.36
5207.7,210.514,21.6,0.69,1.25
5207.89999999,138.614,36.3,1.1,3.68
5207.90000002,203.971,24,0.55,1.62
5207.99999998,150.325,33.9,0.95,3.1
5208.1,187.432,25.1,0.89,1.55
5208.40000001,176.779,26.5,1.01,1.73
5208.49999998,146.134,34.7,1,3.29
5208.79999999,148.5,30.5,1.47,2.4
5209.2,178.994,27,0.7,2.13
5209.49999998,161.916,28.4,1.22,2.04
5209.6,175.52,28.7,0.72,2.23
5209.89999998,131.125,34.2,1.93,3.02
5210.30000002,171.473,27.4,1.08,1.83
5210.70000002,129.909,35.2,1.98,3.06
5210.79999999,164.228,31.1,0.81,2.57
5211,205.861,23.9,0.54,1.59
5211.5,152.52,30.1,1.39,2.28
5211.90000001,136.119,32.4,1.77,2.83
5212.20000002,158.828,32.2,0.86,2.76
5212.39999998,136.306,37.3,1.13,3.82
5212.69999999,177.752,26.6,1,1.71
5212.9,134.66,38.4,1.15,3.93
